"product_name","date_received","date_sent","date_difference","days"
"Credit card","2015-01-26","2015-01-28",2,3
"Debt collection","2015-02-18","2015-02-25",7,8
"Debt collection","2015-02-12","2015-02-19",7,8
"Credit reporting","2015-01-26","2015-01-29",3,4
"Mortgage","2015-02-09","2015-02-12",3,4
"Student loan","2015-02-18","2015-02-18",0,1
"Credit reporting","2015-02-12","2015-03-19",35,36
"Debt collection","2015-02-18","2015-02-25",7,8
"Credit card","2015-02-18","2015-02-18",0,1
"Bank account or service","2015-02-12","2015-02-12",0,1
"Credit card","2015-02-12","2015-02-19",7,8
"Bank account or service","2015-02-09","2015-02-09",0,1
"Credit reporting","2015-02-12","2015-02-12",0,1
"Credit reporting","2015-02-18","2015-02-25",7,8
"Credit reporting","2015-02-09","2015-02-12",3,4
"Mortgage","2015-02-18","2015-02-18",0,1
"Credit reporting","2015-02-09","2015-02-12",3,4
"Credit reporting","2015-02-12","2015-03-19",35,36
"Credit card","2015-02-12","2015-02-12",0,1
"Credit reporting","2015-02-12","2015-03-19",35,36
"Credit reporting","2015-02-12","2015-02-12",0,1
"Consumer Loan","2015-02-09","2015-02-12",3,4
"Mortgage","2015-02-09","2015-02-12",3,4
"Debt collection","2015-02-18","2015-02-18",0,1
"Mortgage","2015-02-12","2015-02-12",0,1
"Bank account or service","2015-02-18","2015-02-25",7,8
"Mortgage","2015-02-18","2015-02-18",0,1
"Debt collection","2015-02-12","2015-02-19",7,8
"Mortgage","2015-02-09","2015-02-09",0,1
"Mortgage","2015-02-18","2015-02-18",0,1
"Credit reporting","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-12","2015-02-19",7,8
"Credit reporting","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-09","2015-02-09",0,1
"Debt collection","2015-02-18","2015-02-18",0,1
"Credit card","2015-02-18","2015-02-18",0,1
"Credit card","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-18","2015-02-25",7,8
"Credit reporting","2015-02-12","2015-03-18",34,35
"Mortgage","2015-02-18","2015-02-18",0,1
"Credit reporting","2015-02-09","2015-02-12",3,4
"Debt collection","2015-02-18","2015-02-18",0,1
"Mortgage","2015-02-18","2015-02-25",7,8
"Consumer Loan","2015-02-18","2015-02-18",0,1
"Debt collection","2015-02-18","2015-02-25",7,8
"Mortgage","2015-02-12","2015-02-12",0,1
"Credit reporting","2015-02-18","2015-02-25",7,8
"Consumer Loan","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-18","2015-02-18",0,1
"Bank account or service","2015-02-09","2015-02-09",0,1
"Mortgage","2015-02-18","2015-02-25",7,8
"Credit card","2015-02-18","2015-02-18",0,1
"Credit reporting","2015-02-12","2015-02-12",0,1
"Payday loan","2015-02-09","2015-02-12",3,4
"Credit reporting","2015-02-12","2015-02-20",8,9
"Credit card","2015-02-18","2015-02-18",0,1
"Mortgage","2015-02-12","2015-02-12",0,1
"Mortgage","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-09","2015-02-09",0,1
"Mortgage","2015-02-09","2015-02-09",0,1
"Credit card","2015-02-09","2015-02-11",2,3
"Mortgage","2015-02-09","2015-02-09",0,1
"Credit reporting","2015-02-09","2015-02-09",0,1
"Credit card","2015-02-18","2015-02-18",0,1
"Bank account or service","2015-02-09","2015-02-09",0,1
"Debt collection","2015-02-18","2015-02-18",0,1
"Credit card","2015-02-12","2015-02-12",0,1
"Credit reporting","2015-02-12","2015-02-12",0,1
"Credit reporting","2015-02-12","2015-03-02",18,19
"Credit reporting","2015-02-12","2015-02-12",0,1
"Credit card","2015-02-09","2015-02-13",4,5
"Debt collection","2015-02-12","2015-02-12",0,1
"Credit reporting","2015-02-12","2015-02-19",7,8
"Credit reporting","2015-02-12","2015-02-12",0,1
"Credit card","2015-02-05","2015-02-06",1,2
"Credit reporting","2015-02-09","2015-02-09",0,1
"Credit reporting","2015-02-18","2015-02-18",0,1
"Mortgage","2015-02-12","2015-02-12",0,1
"Student loan","2015-02-09","2015-02-12",3,4
"Credit card","2015-02-09","2015-02-09",0,1
"Mortgage","2015-02-12","2015-02-12",0,1
"Mortgage","2015-02-18","2015-02-18",0,1
"Debt collection","2015-02-18","2015-02-18",0,1
"Mortgage","2015-02-09","2015-02-09",0,1
"Mortgage","2015-02-09","2015-02-12",3,4
"Debt collection","2015-02-12","2015-02-20",8,9
"Consumer Loan","2015-02-18","2015-02-24",6,7
"Credit reporting","2015-02-18","2015-03-13",23,24
"Debt collection","2015-02-18","2015-02-25",7,8
"Mortgage","2015-02-12","2015-02-12",0,1
"Credit card","2015-02-12","2015-02-19",7,8
"Mortgage","2015-02-18","2015-02-18",0,1
"Debt collection","2015-02-12","2015-02-19",7,8
"Credit card","2015-02-09","2015-02-09",0,1
"Mortgage","2015-02-18","2015-02-18",0,1
"Credit card","2015-02-09","2015-02-10",1,2
"Debt collection","2015-02-09","2015-02-09",0,1
"Debt collection","2015-02-18","2015-02-23",5,6
"Mortgage","2015-02-18","2015-02-18",0,1
"Mortgage","2015-02-18","2015-02-23",5,6
"Mortgage","2015-02-12","2015-02-13",1,2
"Debt collection","2015-02-12","2015-02-12",0,1
"Mortgage","2015-02-18","2015-02-18",0,1
"Mortgage","2015-02-09","2015-02-09",0,1
"Debt collection","2015-02-12","2015-02-19",7,8
"Student loan","2015-02-09","2015-02-09",0,1
"Credit card","2015-02-18","2015-02-18",0,1
"Credit card","2015-02-12","2015-02-23",11,12
"Credit reporting","2015-02-09","2015-02-12",3,4
"Mortgage","2015-02-09","2015-02-10",1,2
"Mortgage","2015-02-12","2015-02-19",7,8
"Debt collection","2015-02-12","2015-02-23",11,12
"Debt collection","2015-02-09","2015-02-09",0,1
"Debt collection","2015-02-18","2015-02-18",0,1
"Mortgage","2015-02-18","2015-02-18",0,1
"Mortgage","2015-02-12","2015-02-19",7,8
"Credit reporting","2015-02-09","2015-02-12",3,4
"Mortgage","2015-02-18","2015-02-18",0,1
"Mortgage","2015-02-09","2015-02-12",3,4
"Mortgage","2015-02-18","2015-02-25",7,8
"Credit reporting","2015-02-12","2015-03-03",19,20
"Bank account or service","2015-02-12","2015-02-13",1,2
"Mortgage","2015-02-09","2015-02-09",0,1
"Credit reporting","2015-02-09","2015-03-12",31,32
"Money transfers","2015-02-09","2015-02-09",0,1
"Credit reporting","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-12","2015-02-12",0,1
"Credit card","2015-02-12","2015-02-12",0,1
"Credit card","2015-02-18","2015-02-25",7,8
"Mortgage","2015-02-18","2015-02-18",0,1
"Bank account or service","2015-02-18","2015-02-23",5,6
"Mortgage","2015-02-18","2015-02-25",7,8
"Mortgage","2015-02-18","2015-02-23",5,6
"Credit card","2015-02-18","2015-02-18",0,1
"Debt collection","2015-02-12","2015-02-19",7,8
"Debt collection","2015-02-18","2015-02-18",0,1
"Debt collection","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-12","2015-02-12",0,1
"Mortgage","2015-02-19","2015-02-25",6,7
"Debt collection","2015-02-19","2015-04-17",57,58
"Other financial service","2015-02-12","2015-03-09",25,26
"Bank account or service","2015-02-12","2015-02-12",0,1
"Credit card","2015-02-12","2015-02-12",0,1
"Bank account or service","2015-02-12","2015-02-13",1,2
"Mortgage","2015-02-12","2015-02-12",0,1
"Mortgage","2015-02-12","2015-02-12",0,1
"Credit reporting","2015-02-19","2015-02-19",0,1
"Mortgage","2015-02-12","2015-02-12",0,1
"Credit reporting","2015-02-19","2015-02-19",0,1
"Consumer Loan","2015-02-19","2015-02-19",0,1
"Debt collection","2015-01-26","2015-01-27",1,2
"Debt collection","2015-02-12","2015-02-19",7,8
"Debt collection","2015-02-19","2015-02-19",0,1
"Mortgage","2015-01-26","2015-01-26",0,1
"Credit card","2015-02-19","2015-02-19",0,1
"Mortgage","2015-01-26","2015-01-26",0,1
"Debt collection","2015-01-26","2015-01-27",1,2
"Debt collection","2015-02-12","2015-02-12",0,1
"Credit reporting","2015-02-19","2015-02-19",0,1
"Credit card","2015-02-19","2015-02-25",6,7
"Debt collection","2015-02-19","2015-02-19",0,1
"Debt collection","2015-01-26","2015-01-29",3,4
"Debt collection","2015-02-19","2015-03-20",29,30
"Debt collection","2015-01-26","2015-01-30",4,5
"Debt collection","2015-02-19","2015-02-19",0,1
"Mortgage","2015-02-12","2015-02-12",0,1
"Debt collection","2015-01-26","2015-01-26",0,1
"Debt collection","2015-02-19","2015-02-19",0,1
"Mortgage","2015-02-19","2015-02-19",0,1
"Bank account or service","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-12","2015-02-12",0,1
"Mortgage","2015-02-19","2015-02-19",0,1
"Mortgage","2015-02-12","2015-02-12",0,1
"Consumer Loan","2015-01-26","2015-01-29",3,4
"Credit reporting","2015-02-12","2015-02-27",15,16
"Consumer Loan","2015-02-12","2015-02-19",7,8
"Debt collection","2015-02-19","2015-02-19",0,1
"Debt collection","2015-01-26","2015-01-26",0,1
"Debt collection","2015-02-19","2015-02-19",0,1
"Credit reporting","2015-02-19","2015-02-19",0,1
"Debt collection","2015-01-26","2015-01-29",3,4
"Credit reporting","2015-02-19","2015-02-19",0,1
"Mortgage","2015-02-19","2015-02-19",0,1
"Credit reporting","2015-02-19","2015-02-25",6,7
"Credit reporting","2015-02-19","2015-02-25",6,7
"Debt collection","2015-02-12","2015-02-20",8,9
"Bank account or service","2015-01-26","2015-01-26",0,1
"Debt collection","2015-02-19","2015-03-10",19,20
"Credit card","2015-02-19","2015-02-19",0,1
"Debt collection","2015-02-19","2015-03-11",20,21
"Mortgage","2015-01-26","2015-01-26",0,1
"Debt collection","2015-01-26","2015-01-29",3,4
"Consumer Loan","2015-02-19","2015-02-25",6,7
"Debt collection","2015-02-19","2015-02-19",0,1
"Debt collection","2015-02-19","2015-02-19",0,1
"Mortgage","2015-02-19","2015-02-19",0,1
"Mortgage","2015-01-26","2015-01-30",4,5
"Mortgage","2015-02-12","2015-02-19",7,8
"Mortgage","2015-01-26","2015-01-30",4,5
"Credit reporting","2015-02-12","2015-02-12",0,1
"Debt collection","2015-01-26","2015-01-26",0,1
"Credit reporting","2015-01-26","2015-01-26",0,1
"Payday loan","2015-02-19","2015-02-25",6,7
"Debt collection","2015-01-26","2015-01-29",3,4
"Debt collection","2015-01-26","2015-01-27",1,2
"Debt collection","2015-02-19","2015-02-19",0,1
"Mortgage","2015-01-26","2015-01-30",4,5
"Mortgage","2015-01-26","2015-01-29",3,4
"Credit reporting","2015-01-26","2015-03-03",36,37
"Debt collection","2015-02-19","2015-03-03",12,13
"Mortgage","2015-02-12","2015-02-12",0,1
"Mortgage","2015-01-26","2015-01-26",0,1
"Credit reporting","2015-01-26","2015-01-26",0,1
"Debt collection","2015-01-26","2015-01-26",0,1
"Bank account or service","2015-02-12","2015-02-12",0,1
"Credit card","2015-01-26","2015-01-26",0,1
"Mortgage","2015-02-19","2015-02-25",6,7
"Credit reporting","2015-01-26","2015-02-05",10,11
"Consumer Loan","2015-01-26","2015-02-09",14,15
"Credit card","2015-01-26","2015-01-26",0,1
"Debt collection","2015-02-19","2015-02-19",0,1
"Credit reporting","2015-02-12","2015-02-19",7,8
"Consumer Loan","2015-01-26","2015-01-26",0,1
"Debt collection","2015-02-12","2015-02-18",6,7
"Mortgage","2015-01-26","2015-01-29",3,4
"Mortgage","2015-01-26","2015-01-29",3,4
"Mortgage","2015-01-26","2015-01-29",3,4
"Mortgage","2015-01-26","2015-01-29",3,4
"Bank account or service","2015-01-26","2015-01-29",3,4
"Credit card","2015-02-12","2015-02-19",7,8
"Mortgage","2015-01-26","2015-01-26",0,1
"Mortgage","2015-02-12","2015-02-19",7,8
"Credit reporting","2015-01-26","2015-01-26",0,1
"Credit reporting","2015-01-26","2015-01-26",0,1
"Credit reporting","2015-02-12","2015-02-19",7,8
"Debt collection","2015-02-19","2015-02-25",6,7
"Debt collection","2015-01-26","2015-01-30",4,5
"Bank account or service","2015-02-12","2015-02-18",6,7
"Credit reporting","2015-02-12","2015-02-19",7,8
"Credit reporting","2015-01-26","2015-01-26",0,1
"Credit card","2015-01-26","2015-01-26",0,1
"Consumer Loan","2015-02-12","2015-02-19",7,8
"Debt collection","2015-02-12","2015-02-12",0,1
"Debt collection","2015-01-26","2015-01-29",3,4
"Mortgage","2015-01-26","2015-01-29",3,4
"Prepaid card","2015-02-12","2015-02-19",7,8
"Mortgage","2015-02-19","2015-02-23",4,5
"Mortgage","2015-02-12","2015-02-12",0,1
"Debt collection","2015-02-19","2015-02-19",0,1
"Credit reporting","2015-02-19","2015-02-23",4,5
"Mortgage","2015-01-26","2015-01-27",1,2
"Bank account or service","2015-01-27","2015-01-29",2,3
"Credit card","2015-01-26","2015-01-28",2,3
"Bank account or service","2015-01-30","2015-02-04",5,6
"Student loan","2015-01-26","2015-01-29",3,4
"Debt collection","2015-01-26","2015-01-30",4,5
"Debt collection","2015-01-26","2015-02-10",15,16
"Credit reporting","2015-02-19","2015-02-19",0,1
"Mortgage","2015-02-12","2015-02-19",7,8
"Debt collection","2015-02-19","2015-02-25",6,7
"Credit reporting","2015-02-19","2015-02-26",7,8
"Mortgage","2015-01-26","2015-01-29",3,4
"Mortgage","2015-01-26","2015-01-29",3,4
"Mortgage","2015-02-19","2015-02-19",0,1
"Prepaid card","2015-02-05","2015-02-10",5,6
"Mortgage","2015-01-26","2015-02-02",7,8
"Debt collection","2015-02-12","2015-02-12",0,1
"Debt collection","2015-01-29","2015-01-29",0,1
"Credit reporting","2015-01-26","2015-01-26",0,1
"Credit reporting","2015-02-19","2015-02-19",0,1
"Debt collection","2015-02-19","2015-02-19",0,1
"Mortgage","2015-02-19","2015-02-19",0,1
"Mortgage","2015-01-29","2015-01-29",0,1
"Bank account or service","2015-01-26","2015-01-29",3,4
"Debt collection","2015-02-12","2015-02-19",7,8
"Mortgage","2015-02-12","2015-02-12",0,1
"Debt collection","2015-01-26","2015-01-27",1,2
"Debt collection","2015-01-29","2015-01-29",0,1
"Mortgage","2015-02-19","2015-02-19",0,1
"Bank account or service","2015-02-19","2015-02-25",6,7
"Mortgage","2015-01-29","2015-01-29",0,1
"Mortgage","2015-02-12","2015-02-19",7,8
"Student loan","2015-02-12","2015-02-19",7,8
"Debt collection","2015-02-12","2015-02-19",7,8
"Debt collection","2015-01-26","2015-02-02",7,8
"Debt collection","2015-02-12","2015-02-12",0,1
"Consumer Loan","2015-01-29","2015-01-29",0,1
"Credit reporting","2015-02-06","2015-03-10",32,33
"Debt collection","2015-01-29","2015-01-29",0,1
"Credit reporting","2015-02-12","2015-02-19",7,8
"Debt collection","2015-01-29","2015-01-29",0,1
"Bank account or service","2015-02-02","2015-02-03",1,2
"Debt collection","2015-02-13","2015-02-20",7,8
"Credit reporting","2015-01-26","2015-01-26",0,1
"Bank account or service","2015-02-02","2015-02-04",2,3
"Mortgage","2015-01-26","2015-01-29",3,4
"Debt collection","2015-01-26","2015-01-30",4,5
"Mortgage","2015-02-13","2015-02-13",0,1
"Debt collection","2015-01-29","2015-01-29",0,1
"Debt collection","2015-01-26","2015-01-27",1,2
"Debt collection","2015-02-13","2015-02-13",0,1
"Debt collection","2015-01-26","2015-01-27",1,2
"Credit reporting","2015-02-13","2015-02-13",0,1
"Credit reporting","2015-02-13","2015-03-24",39,40
"Credit reporting","2015-01-26","2015-01-26",0,1
"Debt collection","2015-01-26","2015-01-30",4,5
"Credit reporting","2015-01-26","2015-01-26",0,1
"Mortgage","2015-01-29","2015-01-29",0,1
"Credit reporting","2015-02-13","2015-03-24",39,40
"Payday loan","2015-02-13","2015-02-13",0,1
"Credit reporting","2015-02-13","2015-02-13",0,1
"Mortgage","2015-02-13","2015-02-20",7,8
"Credit reporting","2015-01-29","2015-01-29",0,1
"Debt collection","2015-02-13","2015-02-13",0,1
"Mortgage","2015-02-13","2015-02-23",10,11
"Credit reporting","2015-01-29","2015-02-04",6,7
"Debt collection","2015-01-29","2015-03-13",43,44
"Debt collection","2015-01-26","2015-01-27",1,2
"Debt collection","2015-02-13","2015-02-13",0,1
"Credit card","2015-02-13","2015-02-13",0,1
"Credit card","2015-02-13","2015-02-13",0,1
"Payday loan","2015-01-26","2015-01-26",0,1
"Credit card","2015-02-13","2015-02-13",0,1
"Debt collection","2015-02-13","2015-02-13",0,1
"Debt collection","2015-02-13","2015-02-13",0,1
"Mortgage","2015-02-13","2015-03-04",19,20
"Debt collection","2015-01-29","2015-01-29",0,1
"Mortgage","2015-01-26","2015-01-29",3,4
"Credit reporting","2015-02-13","2015-02-13",0,1
"Credit card","2015-02-13","2015-02-13",0,1
"Credit card","2015-02-13","2015-02-13",0,1
"Debt collection","2015-01-26","2015-01-26",0,1
"Mortgage","2015-01-26","2015-01-26",0,1
"Debt collection","2015-02-13","2015-02-13",0,1
"Debt collection","2015-01-29","2015-01-29",0,1
"Mortgage","2015-02-13","2015-02-13",0,1
"Consumer Loan","2015-01-26","2015-01-26",0,1
"Credit reporting","2015-01-29","2015-02-04",6,7
"Credit card","2015-02-13","2015-02-13",0,1
"Debt collection","2015-02-13","2015-02-20",7,8
"Mortgage","2015-01-26","2015-01-29",3,4
"Debt collection","2015-01-29","2015-01-29",0,1
"Bank account or service","2015-02-13","2015-02-20",7,8
"Payday loan","2015-01-26","2015-01-26",0,1
"Debt collection","2015-02-13","2015-02-13",0,1
"Debt collection","2015-02-13","2015-02-13",0,1
"Credit reporting","2015-02-13","2015-02-13",0,1
"Mortgage","2015-01-29","2015-01-30",1,2
"Debt collection","2015-01-26","2015-01-26",0,1
"Credit reporting","2015-02-13","2015-02-13",0,1
"Mortgage","2015-02-13","2015-02-13",0,1
"Mortgage","2015-01-26","2015-01-26",0,1
"Mortgage","2015-01-26","2015-02-02",7,8
"Debt collection","2015-01-26","2015-01-27",1,2
"Mortgage","2015-02-13","2015-02-20",7,8
"Debt collection","2015-01-29","2015-01-29",0,1
"Mortgage","2015-01-26","2015-01-30",4,5
"Student loan","2015-01-26","2015-01-29",3,4
"Debt collection","2015-02-13","2015-02-13",0,1
"Consumer Loan","2015-01-26","2015-01-27",1,2
"Debt collection","2015-02-13","2015-02-20",7,8
"Credit reporting","2015-01-30","2015-02-04",5,6
"Credit reporting","2015-01-26","2015-03-13",46,47
"Mortgage","2015-01-26","2015-01-30",4,5
"Credit reporting","2015-02-13","2015-02-20",7,8
"Credit reporting","2015-02-13","2015-02-20",7,8
"Credit reporting","2015-02-13","2015-02-20",7,8
"Debt collection","2015-01-26","2015-01-26",0,1
"Mortgage","2015-02-13","2015-02-13",0,1
"Debt collection","2015-01-30","2015-02-04",5,6
"Mortgage","2015-01-30","2015-02-04",5,6
"Mortgage","2015-02-13","2015-02-20",7,8
"Debt collection","2015-02-13","2015-02-13",0,1
"Debt collection","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-01-30","2015-02-06",7,8
"Debt collection","2015-01-26","2015-01-30",4,5
"Debt collection","2015-01-30","2015-01-30",0,1
"Mortgage","2015-01-30","2015-02-04",5,6
"Credit reporting","2015-01-26","2015-01-26",0,1
"Mortgage","2015-01-30","2015-01-30",0,1
"Bank account or service","2015-02-13","2015-02-18",5,6
"Credit card","2015-01-30","2015-01-30",0,1
"Payday loan","2015-01-30","2015-02-04",5,6
"Credit card","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-02-13","2015-02-20",7,8
"Mortgage","2015-01-26","2015-01-27",1,2
"Mortgage","2015-02-13","2015-02-20",7,8
"Mortgage","2015-01-26","2015-03-03",36,37
"Debt collection","2015-01-30","2015-02-04",5,6
"Mortgage","2015-01-26","2015-01-30",4,5
"Credit card","2015-01-30","2015-01-30",0,1
"Consumer Loan","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-30","2015-01-30",0,1
"Mortgage","2015-01-30","2015-01-30",0,1
"Payday loan","2015-01-26","2015-01-26",0,1
"Credit reporting","2015-01-30","2015-02-05",6,7
"Credit reporting","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-01-26","2015-01-30",4,5
"Credit reporting","2015-01-30","2015-01-30",0,1
"Money transfers","2015-01-26","2015-01-29",3,4
"Credit card","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-01-30","2015-01-30",0,1
"Mortgage","2015-01-26","2015-01-29",3,4
"Credit card","2015-01-26","2015-01-27",1,2
"Payday loan","2015-02-13","2015-02-13",0,1
"Credit card","2015-01-30","2015-02-04",5,6
"Debt collection","2015-01-30","2015-02-04",5,6
"Credit card","2015-01-30","2015-01-30",0,1
"Mortgage","2015-01-26","2015-01-30",4,5
"Mortgage","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-02-13","2015-02-13",0,1
"Credit reporting","2015-01-30","2015-01-30",0,1
"Mortgage","2015-01-26","2015-01-26",0,1
"Debt collection","2015-01-26","2015-01-30",4,5
"Mortgage","2015-01-26","2015-01-26",0,1
"Mortgage","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-30","2015-01-30",0,1
"Bank account or service","2015-01-26","2015-01-26",0,1
"Mortgage","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-01-26","2015-02-07",12,13
"Credit reporting","2015-01-26","2015-02-11",16,17
"Credit reporting","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-26","2015-01-26",0,1
"Mortgage","2015-01-30","2015-01-30",0,1
"Mortgage","2015-01-30","2015-01-30",0,1
"Mortgage","2015-01-30","2015-02-04",5,6
"Mortgage","2015-01-26","2015-01-26",0,1
"Debt collection","2015-01-30","2015-01-30",0,1
"Mortgage","2015-01-26","2015-01-26",0,1
"Bank account or service","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-26","2015-01-26",0,1
"Debt collection","2015-01-26","2015-01-26",0,1
"Student loan","2015-01-30","2015-02-04",5,6
"Mortgage","2015-01-26","2015-01-30",4,5
"Credit card","2015-01-30","2015-02-04",5,6
"Debt collection","2015-01-26","2015-01-30",4,5
"Mortgage","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-30","2015-02-03",4,5
"Debt collection","2015-01-26","2015-01-26",0,1
"Bank account or service","2015-01-26","2015-01-26",0,1
"Mortgage","2015-01-26","2015-01-30",4,5
"Credit reporting","2015-01-26","2015-01-26",0,1
"Consumer Loan","2015-01-26","2015-01-30",4,5
"Bank account or service","2015-01-26","2015-01-26",0,1
"Debt collection","2015-01-27","2015-02-11",15,16
"Consumer Loan","2015-01-30","2015-02-04",5,6
"Mortgage","2015-01-30","2015-01-30",0,1
"Mortgage","2015-01-30","2015-02-04",5,6
"Credit card","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-27","2015-03-03",35,36
"Credit card","2015-01-27","2015-01-30",3,4
"Mortgage","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-27","2015-01-27",0,1
"Mortgage","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-30","2015-01-30",0,1
"Bank account or service","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-01-27","2015-01-27",0,1
"Bank account or service","2015-01-30","2015-01-30",0,1
"Bank account or service","2015-01-27","2015-01-27",0,1
"Bank account or service","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-30","2015-01-30",0,1
"Bank account or service","2015-01-27","2015-01-30",3,4
"Mortgage","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-01-27","2015-01-27",0,1
"Debt collection","2015-01-30","2015-01-30",0,1
"Payday loan","2015-01-30","2015-02-13",14,15
"Debt collection","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-27","2015-01-27",0,1
"Mortgage","2015-01-27","2015-01-30",3,4
"Credit reporting","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-27","2015-01-27",0,1
"Credit card","2015-01-27","2015-01-27",0,1
"Mortgage","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-01-27","2015-01-30",3,4
"Consumer Loan","2015-01-30","2015-02-02",3,4
"Credit reporting","2015-01-30","2015-02-24",25,26
"Credit card","2015-01-27","2015-01-27",0,1
"Payday loan","2015-01-27","2015-01-27",0,1
"Payday loan","2015-01-30","2015-02-18",19,20
"Credit card","2015-01-27","2015-01-27",0,1
"Debt collection","2015-01-27","2015-01-30",3,4
"Credit card","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-27","2015-02-11",15,16
"Debt collection","2015-01-30","2015-02-06",7,8
"Credit card","2015-01-27","2015-01-30",3,4
"Credit reporting","2015-01-27","2015-01-27",0,1
"Debt collection","2015-01-27","2015-01-30",3,4
"Credit reporting","2015-01-30","2015-01-30",0,1
"Mortgage","2015-01-27","2015-01-30",3,4
"Mortgage","2015-01-27","2015-01-30",3,4
"Debt collection","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-27","2015-02-26",30,31
"Debt collection","2015-01-30","2015-02-02",3,4
"Bank account or service","2015-01-30","2015-02-03",4,5
"Debt collection","2015-01-27","2015-03-03",35,36
"Mortgage","2015-01-30","2015-02-04",5,6
"Mortgage","2015-01-30","2015-02-04",5,6
"Mortgage","2015-01-30","2015-02-04",5,6
"Credit reporting","2015-01-27","2015-01-30",3,4
"Credit reporting","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-27","2015-01-30",3,4
"Debt collection","2015-01-27","2015-01-30",3,4
"Payday loan","2015-01-30","2015-02-09",10,11
"Consumer Loan","2015-01-27","2015-01-30",3,4
"Credit reporting","2015-01-27","2015-01-30",3,4
"Credit reporting","2015-01-30","2015-02-11",12,13
"Debt collection","2015-01-27","2015-01-27",0,1
"Debt collection","2015-01-27","2015-01-27",0,1
"Bank account or service","2015-01-27","2015-01-27",0,1
"Mortgage","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-30","2015-01-30",0,1
"Mortgage","2015-01-27","2015-01-30",3,4
"Debt collection","2015-01-27","2015-01-27",0,1
"Mortgage","2015-01-27","2015-01-30",3,4
"Debt collection","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-30","2015-02-04",5,6
"Bank account or service","2015-01-27","2015-01-27",0,1
"Mortgage","2015-01-27","2015-01-27",0,1
"Bank account or service","2015-01-27","2015-01-29",2,3
"Debt collection","2015-01-30","2015-02-04",5,6
"Debt collection","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-27","2015-01-30",3,4
"Debt collection","2015-01-30","2015-01-30",0,1
"Debt collection","2015-01-30","2015-01-30",0,1
"Bank account or service","2015-01-27","2015-01-27",0,1
"Mortgage","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-30","2015-01-30",0,1
"Credit card","2015-01-27","2015-01-27",0,1
"Consumer Loan","2015-01-27","2015-01-30",3,4
"Bank account or service","2015-01-27","2015-02-02",6,7
"Bank account or service","2015-01-27","2015-01-30",3,4
"Bank account or service","2015-01-27","2015-01-30",3,4
"Credit reporting","2015-01-27","2015-01-27",0,1
"Bank account or service","2015-01-27","2015-01-29",2,3
"Mortgage","2015-01-27","2015-01-30",3,4
"Bank account or service","2015-01-27","2015-01-27",0,1
"Consumer Loan","2015-01-30","2015-02-02",3,4
"Credit reporting","2015-01-27","2015-02-06",10,11
"Credit card","2015-01-27","2015-01-30",3,4
"Mortgage","2015-01-27","2015-01-30",3,4
"Mortgage","2015-01-30","2015-02-04",5,6
"Debt collection","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-01-30","2015-02-04",5,6
"Debt collection","2015-01-30","2015-03-09",38,39
